"","GENE","ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","ABCC3","ACOX2","ACSL3","AHCYL1","AK2","AKAP1","ARF1","ARHGDIB","ARL6IP1","ARNT2","ARPC1B","ASF1A","ATP6AP1","BAG4","BIRC2","BMP7","BRCA1","BTF3","BUB1","BUB3","KIT","C10orf116","C10orf67","C11orf45","C11orf54","C4A","C5orf13","CABP4","CASP1","CASP3","CASP7","CCNG2","CCNH","CD38","CD3D","CD4","CD58","CD59","CDH1","CDKN2D","CDKN3","CEBPG","CENPE","CES2","CETN3","CHAF1B","CHI3L1","CHI3L2","CKS1B","CKS2","CLDN3","CLDN4","CLGN","CLTC","COX5A","CP","CRABP1","CSE1L","CSRP2","CST6","CTNNA1","CX3CL1","CXCL9","DAZAP2","DLX5","DUSP4","DUSP6","DYRK4","ECHDC1","EIF2C2","EPHX2","EPOR","ETFA","EXOSC9","EXT2","FABP7","FADD","FAM3C","FANCA","FBL","FEM1B","FGF12","FKBP11","FOLR1","FUBP1","FUCA1","FUT8","GARS","GART","GATA3","GATM","GLG1","GPSM2","GSTK1","GSTM1","GSTP1","GTPBP4","H1F0","H3F3B","HDAC2","HINT1","HIPK2","HLA.DRB1","HMGB2","HOXB6","HTATIP2","IDH2","IFI30","IFI6","IFITM1","IGBP1","IGFBP2","IL13RA1","IMPA2","INPP4B","INSM1","ISG15","ISG20","ITGB4","KCNMA1","KIAA0101","KIAA0182","KIF13B","KIF2C.1","KRT13","KRT14.1","KRT15","KRT16","KRT17.1","KRT18","HBA2","LIPE","IVL","LEP","ITPKA","CNN1","ABP1","C6","GPD1","MUC2","MYH2","PYGM","RDH5","ROS1","TNNC2","IL20","MYO3B","AQPEP","PLAC9","ARMC3","MS4A15","SKA1","HEPACAM","LRRN4CL","SKA3","PI16","VSTM2A","SCUBE3","CNIH2","MAMDC2","ASPM","PRSS33","PYDC1","LOC283392","NPW","TMEM145","IGSF10","TUSC5","S100A7A","GPIHBP1","GPR109A","LST.3TM12","FAM5C","KY","SBSN","C9orf169","SPDYC","KRTDAP","SAMD5","CSAG3","C14orf180","DEFB132","C4orf40","KLHL31","PRRT4","CXADRP3","SULT1C3","LMOD2","CT45A1","HEPN1","FAM196A","NBPF6","LRTM2","LOC728264","MAGEA9B","PLIN4","GAGE2D","FAM72A","FAM196B","GAGE12D","PDE2A","PDE3B","PDK4","PENK","PFKFB1","PITX1","PLIN1","PLK1","FXYD1","PPARG","PPP1R1A","PPP2R2C","MASP1","PVALB","PYGM.1","RBP4","RDH5.1","ROS1.1","RRM2.1","S100A8","S100A9","S100P","SAA1","SAA2","SERPINB3","SERPINB4","SCN3A","SCN4A","SRL","CCL11","CCL14","CXCL11","SFTPB","SIX3","SLC1A6","SLC2A4","SLC6A4","SLN","SOX2","SPRR1B","AURKA","SYT4","TDO2","TFR2","TIMP4","TK1","CLEC3B","TNNC2.1","TNNC1","TNNI1","TNNI2","TNNI3","TNNT3","IDH3","IFI6.1","ISG15.1","STAT1","ISG20.1","CXCL9.1","CASP1.1","NMI","YES1","SOD2","SNRPD1","EIF2C2.1","GARS.1","SOX4","SUBTYPE"
"470","TCGA-A2-A04R-01A-41R-A109-07",583,4053,12760,14324,3580,8553,4082,136,1267,1838,820,9247,1851,6246,241,19742,26602,748,9,25631,235,3691,1542,1380,1516,955,2107,17921,8959,1704,53,10110,33191,37628,5571,9800,6328,985,1285,538,13288,349,1610,2802,3231,492190,170,3681,3792,2420,1340,314,13614,8444,4990,6948,50045,9124,37496,10802,3472,710,19478,565,2247,62,1875,42162,2393,15868,950,26715,0,26,530,3779,3125,1,178,2830,2406,8811,1353,7,23,639,305,14392,51733,1693,865,6392,2151,1140,1666,1005,634,42,4066,1697,4044,17826,4835,90932,5217,18,20,12575,374,47,29770,1798,350,16185,25,282,2310,686,1794,830,1211,298,3775,1692,4419,2,1466,3702,313,4831,5117,24,2375,46,4405,2108,7402,5963,3778,49447,59,5127,1177,5414,192,1803,3516,23301,213779,4141,12227,3914,1219,21716,55,1072,4294,4271,4505,8213,3537,15313,8686,596,4365,0,1852,571,9054,1569,1558,7066,2676,1380,39,1516,1290,19,955,77489,14324,3779,241,213779,820,14324,1542,1569,1798,1693,6328,313,23,313,583,3691,583,4053,3691,583,710,19478,565,2247,4053,3691,583,313,8444,42,583,583,4053,12760,14324,3580,8553,4082,136,1267,1838,820,9247,4141,12227,3914,1219,21716,55,1072,3580,8553,4082,136,1267,1838,820,9247,1851,6246,241,19742,26602,748,865,6392,2151,1140,1666,1005,634,42,4066,1697,4044,17826,37628,5571,9800,6328,985,1285,538,13288,349,1380,39,1516,1290,19,955,77489,14324,3779,4053,3691,583,710,19478,565,2247,4053,3691,583,313,8444,42,583,NA,NA,NA,NA,NA,12227,3914,1219,21716,55,1072,4294,4271,4505,8213,3537,15313,1285,538,13288,349,1610,2802,3231,492190,4053,23,313,8553,"Basal"
"471","TCGA-BH-A0BV-01A-11R-A00Z-07",363,918,5111,6560,489,5794,1959,70,993,572,326,5225,555,2444,287,15941,53351,351,20,25535,232,2239,1208,685,794,497,600,3675,4552,426,16,4721,12672,17025,837,3477,1564,438,721,264,15017,559,640,1047,665,350353,102,1110,1023,830,1574,859,7292,14232,3948,5137,52604,16672,24234,3706,6529,1384,24378,554,2814,109,1467,29743,965,4491,607,1954,2,93,542,38629,5069,364,992,1975,1959,5175,1431,54,259,4665,456,20381,46381,491,350,2469,777,2658,817,995,308,237,1263,789,3310,10643,82,36170,3259,26,6,8907,358,6,26000,1022,2956,21627,42,2025,2064,973,2382,378,1314,207,1086,891,5687,0,7623,2518,543,4890,4728,19,991,6,4981,4831,3295,5079,4270,41282,989,11103,993,5793,2,4476,2092,12712,24426,7183,5518,3220,9146,5919,1134,2298,5886,6863,44313,14200,6347,10480,14480,531,547,128,13766,790,8820,515,481,8890,2812,685,7,794,2759,12,497,37703,6560,38629,287,24426,326,6560,1208,515,1022,491,1564,543,259,543,363,2239,363,918,2239,363,1384,24378,554,2814,918,2239,363,543,14232,237,363,363,918,5111,6560,489,5794,1959,70,993,572,326,5225,7183,5518,3220,9146,5919,1134,2298,489,5794,1959,70,993,572,326,5225,555,2444,287,15941,53351,351,350,2469,777,2658,817,995,308,237,1263,789,3310,10643,17025,837,3477,1564,438,721,264,15017,559,685,7,794,2759,12,497,37703,6560,38629,918,2239,363,1384,24378,554,2814,918,2239,363,543,14232,237,363,NA,NA,NA,NA,NA,5518,3220,9146,5919,1134,2298,5886,6863,44313,14200,6347,10480,721,264,15017,559,640,1047,665,350353,918,259,543,5794,"Her2"
"472","TCGA-E9-A1N3-01A-12R-A157-07",1199,2147,47481,19848,855,6686,2703,149,907,1137,249,3977,959,3919,247,23299,135773,394,23,51632,111,3841,943,982,479,412,513,15913,13602,780,9,5442,45499,6269,665,9671,19127,854,482,292,3259,2354,681,3470,815,120087,79,777,864,713,132,1990,28623,24034,6872,5926,34777,16182,21489,4484,5096,1956,35154,917,5152,73,1847,44188,1152,8559,240,1891,4,93,1523,69509,2236,44,347,2616,979,6866,2352,9,29,1321,234,80222,34056,735,406,4717,1150,5124,1094,734,69,1774,1229,1587,1924,17348,594,57047,4821,37,0,12479,151,6,15647,636,201,16118,13,28808,1263,571,3637,768,4577,73,4250,1652,5978,2,1683,3878,479,4693,13363,11657,1416,1,6599,7851,1214,11417,7411,87420,857,14215,1717,8012,5664,932,4282,17727,20140,7691,4185,22032,5252,6599,1940,2887,8793,2880,48663,4548,6313,10323,12181,694,811,4570,5385,1275,434,4657,572,28046,10752,982,1,479,67,0,412,41700,19848,69509,247,20140,249,19848,943,4657,636,735,19127,479,29,479,1199,3841,1199,2147,3841,1199,1956,35154,917,5152,2147,3841,1199,479,24034,1774,1199,1199,2147,47481,19848,855,6686,2703,149,907,1137,249,3977,7691,4185,22032,5252,6599,1940,2887,855,6686,2703,149,907,1137,249,3977,959,3919,247,23299,135773,394,406,4717,1150,5124,1094,734,69,1774,1229,1587,1924,17348,6269,665,9671,19127,854,482,292,3259,2354,982,1,479,67,0,412,41700,19848,69509,2147,3841,1199,1956,35154,917,5152,2147,3841,1199,479,24034,1774,1199,NA,NA,NA,NA,NA,4185,22032,5252,6599,1940,2887,8793,2880,48663,4548,6313,10323,482,292,3259,2354,681,3470,815,120087,2147,29,479,6686,"LumA"
"473","TCGA-AO-A0J7-01A-11R-A034-07",371,1106,4166,5513,1349,2483,5771,165,1823,3022,572,7123,1233,4838,123,21689,70630,1126,25,30615,187,1349,1303,1489,829,1127,1435,31966,4846,1469,83,8657,20254,49838,4761,14709,26540,787,1165,473,3135,2322,1955,8347,1153,46572,275,2601,2236,2497,187,1700,9559,11860,6560,14783,40313,14496,37507,10895,3324,921,22767,531,2887,190,2449,62345,1413,14859,630,2222,10,54,572,15218,2930,8,149,1787,2060,5051,2607,1,40,1080,364,9842,31288,1561,660,5405,981,1490,1912,1017,793,330,3596,5362,1524,8969,114,37270,4206,95,9,8681,216,8,25618,768,754,25769,24,1822,1862,789,320,447,2344,196,2456,1442,2823,5,1440,1191,770,10949,3700,118,1066,39,3682,3284,6584,4999,3089,56667,236,4757,1281,3564,143,1246,3447,58053,29470,4199,15258,3750,3450,10950,63,1093,6291,4115,971,4729,9259,25033,9828,818,496,3,563,153,6917,748,772,7258,7977,1489,2,829,894,81,1127,53827,5513,15218,123,29470,572,5513,1303,748,768,1561,26540,770,40,770,371,1349,371,1106,1349,371,921,22767,531,2887,1106,1349,371,770,11860,330,371,371,1106,4166,5513,1349,2483,5771,165,1823,3022,572,7123,4199,15258,3750,3450,10950,63,1093,1349,2483,5771,165,1823,3022,572,7123,1233,4838,123,21689,70630,1126,660,5405,981,1490,1912,1017,793,330,3596,5362,1524,8969,49838,4761,14709,26540,787,1165,473,3135,2322,1489,2,829,894,81,1127,53827,5513,15218,1106,1349,371,921,22767,531,2887,1106,1349,371,770,11860,330,371,NA,NA,NA,NA,NA,15258,3750,3450,10950,63,1093,6291,4115,971,4729,9259,25033,1165,473,3135,2322,1955,8347,1153,46572,1106,40,770,2483,"LumB"
"474","TCGA-D8-A141-01A-11R-A115-07",408,1092,3500,3637,357,2212,1218,106,785,628,859,3247,683,2139,711,18596,13102,310,1053,17708,297,1063,847,701,867,541,1061,13734,4540,553,25,4016,15201,114723,1021,6994,20916,477,348,151,13596,1014,491,2077,699,14861,205,1156,590,560,1427,514,10442,13517,6475,3875,37427,16621,15777,2112,9739,1374,10519,775,4502,390,834,23015,683,6556,876,2018,16,130,1676,123676,7933,20,1678,2447,2399,10700,1352,258,1097,9133,789,35655,7610,427,299,2426,534,2163,802,500,1185,506,1596,1375,579,4720,1253,33490,3026,2378,82,6873,405,480,31265,1902,22719,17943,53,4038,3835,797,2546,689,3456,252,2115,1132,6465,20,1841,2758,379,5236,5849,66,1709,16,5023,2729,3880,6511,4688,22472,584,14364,878,5137,4,4837,3565,13998,22953,5339,5665,12053,20958,3589,1635,1179,14651,12531,11137,16345,3994,1919,10244,429,1360,73,2777,703,1850,3944,472,5894,5274,701,0,867,460,119,541,32409,3637,123676,711,22953,859,3637,847,3944,1902,427,20916,379,1097,379,408,1063,408,1092,1063,408,1374,10519,775,4502,1092,1063,408,379,13517,506,408,408,1092,3500,3637,357,2212,1218,106,785,628,859,3247,5339,5665,12053,20958,3589,1635,1179,357,2212,1218,106,785,628,859,3247,683,2139,711,18596,13102,310,299,2426,534,2163,802,500,1185,506,1596,1375,579,4720,114723,1021,6994,20916,477,348,151,13596,1014,701,0,867,460,119,541,32409,3637,123676,1092,1063,408,1374,10519,775,4502,1092,1063,408,379,13517,506,408,NA,NA,NA,NA,NA,5665,12053,20958,3589,1635,1179,14651,12531,11137,16345,3994,1919,348,151,13596,1014,491,2077,699,14861,1092,1097,379,2212,"LumA"
"475","TCGA-AO-A125-01A-11R-A10J-07",671,1124,4638,4113,593,5757,1244,53,602,321,371,4059,584,1806,20,17312,91643,294,65,28064,77,2711,1375,511,1,77,5,8252,3854,393,1,2435,66042,906,624,696,40275,536,615,110,57151,2375,777,1139,23,29994,529,645,1028,693,5024,7377,5538,14682,6353,3069,61600,39445,19209,2159,4406,1228,14100,255,2490,10,613,25437,376,20060,73,9596,21,87,1991,36399,2294,185,1093,1843,2831,10003,1589,0,2,756,774,23749,14866,212,326,2294,498,1300,851,530,102,7709,1251,2006,4172,15582,797,16894,4278,8830,1277,5026,106,784,20437,2202,47,13898,12,3020,5499,1257,245,298,5226,931,2099,1367,2316,3,1311,1891,248,6267,3645,33,3392,1,3284,8320,2708,4948,2563,53129,3134,3156,1725,8751,11099,2154,2092,27690,39262,3246,7494,1818,2280,8325,247,1143,6494,2642,13239,10156,4274,3595,8494,221,2771,418,2345,304,8008,670,929,6205,6605,511,4,1,8984,204,77,71265,4113,36399,20,39262,371,4113,1375,670,2202,212,40275,248,2,248,671,2711,671,1124,2711,671,1228,14100,255,2490,1124,2711,671,248,14682,7709,671,671,1124,4638,4113,593,5757,1244,53,602,321,371,4059,3246,7494,1818,2280,8325,247,1143,593,5757,1244,53,602,321,371,4059,584,1806,20,17312,91643,294,326,2294,498,1300,851,530,102,7709,1251,2006,4172,15582,906,624,696,40275,536,615,110,57151,2375,511,4,1,8984,204,77,71265,4113,36399,1124,2711,671,1228,14100,255,2490,1124,2711,671,248,14682,7709,671,NA,NA,NA,NA,NA,7494,1818,2280,8325,247,1143,6494,2642,13239,10156,4274,3595,615,110,57151,2375,777,1139,23,29994,1124,2,248,5757,"LumA"
"476","TCGA-E2-A1LS-11A-32R-A157-07",301,61,3730,7586,8,2764,295,151,50,64,186,284,24,901,7735,1346,2299,16,15,8,912,454,21,13,172,28,189,3038,3994,10,342,110,267,132,121,9683,153,24,15,29,881,16361,32,37,40406,4999,2,75,36,68,46,2264,5150,16584,6836,13465,18490,4037,14854,201,2294,1324,4363,1311,3606,102,495,22268,27,3275,1330,46366,0,21,1661,838,2479,11,1506,1417,2086,5406,3485,194,35,1444,892,32192,549,374,8,4266,122,4065,872,137,3117,333,2172,194,3,375,12,31957,4747,224,107,5445,2481,3,28609,6058,379,11970,22,979,11631,537,11379,757,1916,144,9319,1078,5191,222,701,1902,66,3060,4877,202,224,277,3309,1406,1799,3695,4229,443,660,12847,394,7000,24,8592,2453,5894,26806,4053,6601,15505,3113,5812,329,917,5815,517,1549,5012,4538,989,8121,674,273,0,355,159,1692,658,11,14754,3091,13,1,172,2355,115,28,522,7586,838,7735,26806,186,7586,21,658,6058,374,153,66,35,66,301,454,301,61,454,301,1324,4363,1311,3606,61,454,301,66,16584,333,301,301,61,3730,7586,8,2764,295,151,50,64,186,284,4053,6601,15505,3113,5812,329,917,8,2764,295,151,50,64,186,284,24,901,7735,1346,2299,16,8,4266,122,4065,872,137,3117,333,2172,194,3,375,132,121,9683,153,24,15,29,881,16361,13,1,172,2355,115,28,522,7586,838,61,454,301,1324,4363,1311,3606,61,454,301,66,16584,333,301,NA,NA,NA,NA,NA,6601,15505,3113,5812,329,917,5815,517,1549,5012,4538,989,15,29,881,16361,32,37,40406,4999,61,35,66,2764,"Basal"
"477","TCGA-AO-A0JF-01A-11R-A056-07",297,783,3444,4677,284,2934,997,45,441,345,393,2561,438,1962,1074,18690,26443,244,427,18265,664,4522,483,345,763,3950,12649,6819,5571,257,1,1827,12479,19309,416,1885,29071,342,232,58,6313,1012,295,1833,2761,96389,343,947,406,324,1087,1692,8443,15395,4659,3322,22977,17777,14251,9295,7524,1769,9431,803,3567,431,635,23254,414,6133,1305,5305,0,107,1866,213060,7221,51,948,2397,2467,8832,1412,39,322,4845,614,39157,26180,378,207,2707,199,1754,644,329,712,1110,1583,651,1506,5583,633,42448,2871,134,5,7195,466,134,26763,934,1473,18431,50,4355,3004,548,3300,412,2868,186,3039,843,6158,1,1648,3017,104,4600,8510,78,966,5,4001,4445,6581,4558,3496,19404,2983,11677,877,5320,6,6855,1725,12644,25755,5258,8408,1848,36238,2685,2238,1004,7577,8576,2504,5872,3816,5819,14179,697,1450,4,1277,259,6315,3870,442,4862,12706,345,6828,763,3221,1287,3950,23029,4677,213060,1074,25755,393,4677,483,3870,934,378,29071,104,322,104,297,4522,297,783,4522,297,1769,9431,803,3567,783,4522,297,104,15395,1110,297,297,783,3444,4677,284,2934,997,45,441,345,393,2561,5258,8408,1848,36238,2685,2238,1004,284,2934,997,45,441,345,393,2561,438,1962,1074,18690,26443,244,207,2707,199,1754,644,329,712,1110,1583,651,1506,5583,19309,416,1885,29071,342,232,58,6313,1012,345,6828,763,3221,1287,3950,23029,4677,213060,783,4522,297,1769,9431,803,3567,783,4522,297,104,15395,1110,297,NA,NA,NA,NA,NA,8408,1848,36238,2685,2238,1004,7577,8576,2504,5872,3816,5819,232,58,6313,1012,295,1833,2761,96389,783,322,104,2934,"Basal"
"478","TCGA-AC-A2FG-01A-11R-A17B-07",1236,491,5370,7517,240,7001,980,75,391,580,5461,2214,345,2701,2049,34138,92904,349,278,28153,1021,5360,1758,391,66726,44331,41288,10405,10707,208,841,1365,43022,3214,291,6906,19187,198,349,86,1821,7313,271,884,45883,128988,458,1038,273,701,1848,3465,10421,23345,9430,9118,48581,37349,22382,4590,6207,2006,16035,848,4845,180,867,46157,296,9093,9257,7867,1,114,3135,387853,4134,220,926,2099,3330,12960,2614,128,198,2987,626,61239,13942,246,166,3203,236,3819,1072,855,12276,3693,2738,1258,2592,14484,8829,38457,3366,4090,508,7203,791,356,32442,14782,369,32430,24,7261,7468,1139,4253,452,7076,746,5439,1518,6357,662,2146,3952,245,8661,10053,68,2429,680,7055,6376,2349,5363,4885,25470,5097,13754,888,11449,9543,9251,3316,42198,59586,6176,16575,10999,16427,6986,4744,1347,11016,6683,1696,5647,6992,11995,19656,944,4647,2,490,649,15785,2319,457,8204,18348,391,1,66726,32795,1080,44331,39711,7517,387853,2049,59586,5461,7517,1758,2319,14782,246,19187,245,198,245,1236,5360,1236,491,5360,1236,2006,16035,848,4845,491,5360,1236,245,23345,3693,1236,1236,491,5370,7517,240,7001,980,75,391,580,5461,2214,6176,16575,10999,16427,6986,4744,1347,240,7001,980,75,391,580,5461,2214,345,2701,2049,34138,92904,349,166,3203,236,3819,1072,855,12276,3693,2738,1258,2592,14484,3214,291,6906,19187,198,349,86,1821,7313,391,1,66726,32795,1080,44331,39711,7517,387853,491,5360,1236,2006,16035,848,4845,491,5360,1236,245,23345,3693,1236,NA,NA,NA,NA,NA,16575,10999,16427,6986,4744,1347,11016,6683,1696,5647,6992,11995,349,86,1821,7313,271,884,45883,128988,491,198,245,7001,"LumA"
"479","TCGA-AR-A1AN-01A-11R-A12P-07",1480,1335,9316,7842,485,3791,1390,149,943,497,1819,4808,855,1333,896,11363,17482,317,54,29038,246,10404,337,776,1,9,1,9815,6095,631,18,4828,9966,38719,1056,5924,8112,484,317,212,24079,965,446,1868,1152,41700,459,1406,679,456,315,337,6572,18134,7601,4176,61048,15120,10308,3810,9165,1494,14590,493,4660,187,615,31375,749,13195,320,3766,0,96,1181,262239,5764,121,525,1680,2764,9687,1315,24,152,4134,679,39787,22166,300,323,2648,516,2618,681,456,2123,2848,1103,1224,410,6343,1773,29847,4600,15,21,29638,478,51,16927,3340,780,22742,48,7562,3359,840,5357,680,1583,90,3098,1240,6135,1,2851,2426,339,8125,6990,37,1295,3,2220,3428,4917,7675,4884,22375,2371,14499,977,7232,9,10796,2761,16168,23078,6963,4813,7890,3247,3569,3137,1755,7782,10923,2511,7754,4994,2029,10864,1158,920,1,1239,637,2679,6686,373,6325,7758,776,0,1,55,4,9,35791,7842,262239,896,23078,1819,7842,337,6686,3340,300,8112,339,152,339,1480,10404,1480,1335,10404,1480,1494,14590,493,4660,1335,10404,1480,339,18134,2848,1480,1480,1335,9316,7842,485,3791,1390,149,943,497,1819,4808,6963,4813,7890,3247,3569,3137,1755,485,3791,1390,149,943,497,1819,4808,855,1333,896,11363,17482,317,323,2648,516,2618,681,456,2123,2848,1103,1224,410,6343,38719,1056,5924,8112,484,317,212,24079,965,776,0,1,55,4,9,35791,7842,262239,1335,10404,1480,1494,14590,493,4660,1335,10404,1480,339,18134,2848,1480,NA,NA,NA,NA,NA,4813,7890,3247,3569,3137,1755,7782,10923,2511,7754,4994,2029,317,212,24079,965,446,1868,1152,41700,1335,152,339,3791,"Her2"
"480","TCGA-E2-A56Z-01A-12R-A29R-07",614,886,8254,4865,1125,5415,2816,225,1633,525,393,3560,593,4149,25,13838,50299,245,107,17751,111,3858,1935,975,257,551,221,8290,4297,768,9,2088,28552,13569,1421,2235,4352,973,649,380,930,586,1817,1767,169,96358,37,2230,3291,1417,111,539,6450,5802,4554,3411,47004,9215,27447,1140,5481,861,29496,1796,1144,63,877,28040,953,6474,119,5987,0,61,716,7769,2384,218,167,2342,1004,6434,1436,18,144,988,225,11357,31733,1069,619,3044,763,1785,1356,736,290,18,1813,1475,6973,26262,2874,19101,3733,5,2,4442,262,8,20386,733,1856,16281,54,483,1715,1427,1524,96,1627,166,1871,1359,3250,0,5242,2796,321,5415,4639,171,1289,15,2303,3661,823,4111,1326,43047,338,5180,770,7442,1986,1399,2038,11902,58343,4796,11288,4171,4311,8733,1348,2283,5121,3912,27088,24031,3940,8394,8420,480,483,994,22472,1237,1410,153,999,7669,3639,975,0,257,133,6,551,64325,4865,7769,25,58343,393,4865,1935,153,733,1069,4352,321,144,321,614,3858,614,886,3858,614,861,29496,1796,1144,886,3858,614,321,5802,18,614,614,886,8254,4865,1125,5415,2816,225,1633,525,393,3560,4796,11288,4171,4311,8733,1348,2283,1125,5415,2816,225,1633,525,393,3560,593,4149,25,13838,50299,245,619,3044,763,1785,1356,736,290,18,1813,1475,6973,26262,13569,1421,2235,4352,973,649,380,930,586,975,0,257,133,6,551,64325,4865,7769,886,3858,614,861,29496,1796,1144,886,3858,614,321,5802,18,614,NA,NA,NA,NA,NA,11288,4171,4311,8733,1348,2283,5121,3912,27088,24031,3940,8394,649,380,930,586,1817,1767,169,96358,886,144,321,5415,"LumA"
"481","TCGA-EW-A1P6-01A-11R-A144-07",358,1740,2758,1295,389,1540,1836,42,1220,638,624,2866,545,2104,124,12018,44914,251,988,15306,85,1729,801,836,592,1045,788,11031,4320,533,36,2360,12394,15756,967,4188,2053,392,315,428,54812,682,552,938,493,19656,579,1033,674,531,380,1023,8321,12112,6704,3581,18551,6745,29066,1360,3847,1026,12037,333,2395,129,913,17433,679,5626,1722,5825,0,33,1212,23242,2205,74,212,1266,3440,5484,802,69,45,1214,262,12820,10390,511,242,1736,584,1692,785,621,658,142,1304,1879,3243,11963,45,22396,2416,37,564,4417,103,134,19083,1015,352,9836,13,3283,793,668,1709,796,955,193,562,780,2712,1,1273,1246,232,4142,4512,17,492,969,3602,1568,2258,3944,3063,21225,2627,5280,828,3464,7,2290,2901,10812,23345,3764,3921,8620,6927,4139,51,364,8513,2306,982,2329,2255,8510,4110,898,1151,18,482,167,2086,193,638,4683,1974,836,444,592,65894,78,1045,47110,1295,23242,124,23345,624,1295,801,193,1015,511,2053,232,45,232,358,1729,358,1740,1729,358,1026,12037,333,2395,1740,1729,358,232,12112,142,358,358,1740,2758,1295,389,1540,1836,42,1220,638,624,2866,3764,3921,8620,6927,4139,51,364,389,1540,1836,42,1220,638,624,2866,545,2104,124,12018,44914,251,242,1736,584,1692,785,621,658,142,1304,1879,3243,11963,15756,967,4188,2053,392,315,428,54812,682,836,444,592,65894,78,1045,47110,1295,23242,1740,1729,358,1026,12037,333,2395,1740,1729,358,232,12112,142,358,NA,NA,NA,NA,NA,3921,8620,6927,4139,51,364,8513,2306,982,2329,2255,8510,315,428,54812,682,552,938,493,19656,1740,45,232,1540,"LumB"
"482","TCGA-A2-A0CX-01A-21R-A00Z-07",491,2288,2099,401,1036,2174,2597,516,1368,2013,2830,9940,1621,850,263,259564,638,1843,2205,16172,255,1099,19763,1230,2313,2478,2702,454,4237,858,60,6473,7295,27017,5304,7734,5083,536,1045,755,134,15063,875,5871,311,34469,639,943,2263,2302,499,361,11334,6505,4801,8458,52107,14955,36594,269,10869,987,17168,375,2113,74,790,13372,1769,7594,408,1541,0,223,462,52602,3637,15,571,2841,1359,5095,758,104,219,3946,319,14259,47209,372,487,2102,1094,1654,395,931,561,622,4492,2006,1460,6988,5073,79620,3404,63187,167,10308,269,121,19285,2079,9785,17230,211,2220,3475,781,593,692,47,150,2938,1113,5135,342,1273,1995,402,7338,3770,35,1198,51,4179,2419,2539,6109,4538,12043,414,10037,1039,3575,7,5738,4508,18633,27799,7640,7466,2454,32761,4745,237,1468,16600,16005,22324,10072,3145,12867,21047,767,572,10,3740,727,2224,1974,966,5030,4340,1230,0,2313,451,70,2478,22351,401,52602,263,27799,2830,401,19763,1974,2079,372,5083,402,219,402,491,1099,491,2288,1099,491,987,17168,375,2113,2288,1099,491,402,6505,622,491,491,2288,2099,401,1036,2174,2597,516,1368,2013,2830,9940,7640,7466,2454,32761,4745,237,1468,1036,2174,2597,516,1368,2013,2830,9940,1621,850,263,259564,638,1843,487,2102,1094,1654,395,931,561,622,4492,2006,1460,6988,27017,5304,7734,5083,536,1045,755,134,15063,1230,0,2313,451,70,2478,22351,401,52602,2288,1099,491,987,17168,375,2113,2288,1099,491,402,6505,622,491,NA,NA,NA,NA,NA,7466,2454,32761,4745,237,1468,16600,16005,22324,10072,3145,12867,1045,755,134,15063,875,5871,311,34469,2288,219,402,2174,"LumA"
"483","TCGA-C8-A12Z-01A-11R-A115-07",331,2881,1550,178,509,1922,3984,132,1258,8880,2197,11852,1503,2249,947,687234,80,922,821,18238,184,3635,29232,857,9,532,185,918,4827,1155,0,10298,11043,18966,2622,2986,636,443,1023,118,44,4567,961,5748,173,8126,1317,481,1304,1322,643,7650,15992,7001,3462,3585,52699,11680,15450,7365,7483,1148,9909,312,2307,90,712,21605,2118,6546,367,6439,1,160,1307,222389,2271,34,825,3999,1185,9733,776,18,11,854,635,27498,23938,138,646,1402,1788,1102,565,836,10024,780,2962,1273,1436,11981,2342,73590,3622,43720,4447,9407,132,50,29538,1023,831,15239,23,2578,2123,784,266,830,560,54,3924,1038,3135,45,1302,1949,217,1866,7191,40,1225,1821,5595,675,1294,7264,6641,15241,141,6580,775,1924,3183,8563,4189,23359,11310,6037,7739,3778,3329,5049,1095,956,21836,3626,1365,4539,2760,2667,18095,134,472,1,421,436,4600,187,758,7054,3144,857,1,9,23294,255,532,98008,178,222389,947,11310,2197,178,29232,187,1023,138,636,217,11,217,331,3635,331,2881,3635,331,1148,9909,312,2307,2881,3635,331,217,7001,780,331,331,2881,1550,178,509,1922,3984,132,1258,8880,2197,11852,6037,7739,3778,3329,5049,1095,956,509,1922,3984,132,1258,8880,2197,11852,1503,2249,947,687234,80,922,646,1402,1788,1102,565,836,10024,780,2962,1273,1436,11981,18966,2622,2986,636,443,1023,118,44,4567,857,1,9,23294,255,532,98008,178,222389,2881,3635,331,1148,9909,312,2307,2881,3635,331,217,7001,780,331,NA,NA,NA,NA,NA,7739,3778,3329,5049,1095,956,21836,3626,1365,4539,2760,2667,1023,118,44,4567,961,5748,173,8126,2881,11,217,1922,"LumA"
